Time(s),Lead3ElectricPotential(mV),HeartRate(1/min),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),OxygenSaturation,RespirationRate(1/min),SkinTemperature(degC),Carina-CarbonDioxide-PartialPressure(mmHg)
53.20,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,26.7
53.22,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,26.7
53.24,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,26.7
53.26,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,26.8
53.28,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,26.8
53.30,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,26.8
53.32,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,26.8
53.34,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,26.8
53.36,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,26.9
53.38,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,26.9
53.40,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,26.9
53.42,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,26.9
53.44,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,27.0
53.46,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,27.0
53.48,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,27.0
53.50,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,27.0
53.52,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,27.0
53.54,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,27.0
53.56,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.58,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.60,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.62,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.64,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.66,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.68,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.70,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.72,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.74,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.76,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.78,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.80,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.82,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.84,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,27.2
53.86,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,27.3
53.88,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,27.1
53.90,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,26.4
53.92,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,24.9
53.94,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,22.5
53.96,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,19.7
53.98,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,16.7
54.00,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,13.8
54.02,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,11.2
54.04,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,9.0
54.06,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,7.1
54.08,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,5.6
54.10,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,4.4
54.12,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,3.5
54.14,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,2.8
54.16,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,2.2
54.18,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,1.8
54.20,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,1.5
54.22,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,1.2
54.24,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,1.0
54.26,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.8
54.28,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.7
54.30,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,0.6
54.32,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,0.6
54.34,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,0.5
54.36,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,0.5
54.38,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,0.4
54.40,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,0.4
54.42,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,0.4
54.44,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,0.4
54.46,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,0.4
54.48,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,0.4
54.50,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.52,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.54,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.56,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.58,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.60,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.62,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.64,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.66,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.68,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.70,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.72,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.74,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.76,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.78,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.80,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.82,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.84,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.86,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.88,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.90,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.92,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.94,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.96,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
54.98,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
55.00,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
55.02,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
55.04,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
55.06,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,0.3
55.08,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
55.10,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
55.12,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.7
55.14,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,1.5
55.16,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,2.4
55.18,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,3.5
55.20,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,4.6
55.22,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,5.7
55.24,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,6.7
55.26,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,7.7
55.28,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,8.6
55.30,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,9.5
55.32,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,10.3
55.34,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,11.0
55.36,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,11.7
55.38,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,12.4
55.40,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,13.0
55.42,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,13.6
55.44,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,14.2
55.46,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,14.7
55.48,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,15.2
55.50,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,15.7
55.52,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,16.2
55.54,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,16.7
55.56,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,17.1
55.58,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,17.5
55.60,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,17.9
55.62,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,18.3
55.64,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,18.6
55.66,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,19.0
55.68,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,19.3
55.70,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,19.6
55.72,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,19.9
55.74,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,20.2
55.76,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,20.5
55.78,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,20.8
55.80,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,21.0
55.82,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,21.3
55.84,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,21.5
55.86,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,21.7
55.88,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,22.0
55.90,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,22.2
55.92,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,22.4
55.94,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,22.5
55.96,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,22.7
55.98,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,22.9
56.00,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,23.1
56.02,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,23.2
56.04,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,23.4
56.06,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,23.5
56.08,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,23.7
56.10,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,23.8
56.12,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,23.9
56.14,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,24.1
56.16,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,24.2
56.18,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,24.3
56.20,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,24.4
56.22,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,24.5
56.24,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,24.6
56.26,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,24.7
56.28,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,24.8
56.30,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,24.9
56.32,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,25.0
56.34,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,25.1
56.36,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,25.2
56.38,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,25.3
56.40,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,25.3
56.42,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,25.4
56.44,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,25.5
56.46,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,25.6
56.48,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,25.6
56.50,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,25.7
56.52,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,25.8
56.54,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,25.8
56.56,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,25.9
56.58,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,25.9
56.60,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,26.0
56.62,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,26.0
56.64,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,26.1
56.66,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,26.1
56.68,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,26.2
56.70,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,26.2
56.72,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,26.3
56.74,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,26.3
56.76,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,26.3
56.78,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,26.4
56.80,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,26.4
56.82,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,26.5
56.84,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,26.5
56.86,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,26.5
56.88,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,26.6
56.90,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,26.6
56.92,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,26.6
56.94,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,26.7
56.96,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,26.7
56.98,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,26.7
57.00,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,26.7
57.02,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,26.8
57.04,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,26.8
57.06,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,26.8
57.08,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,26.8
57.10,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,26.9
57.12,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,26.9
57.14,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,26.9
57.16,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,26.9
57.18,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,26.9
57.20,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,27.0
57.22,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,27.0
57.24,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,27.0
57.26,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,27.0
57.28,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,27.0
57.30,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,27.0
57.32,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,27.1
57.34,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,27.1
57.36,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,27.1
57.38,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,27.1
57.40,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,27.1
57.42,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,27.1
57.44,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,27.1
57.46,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.48,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.50,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.52,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.54,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.56,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.58,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.60,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.62,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,27.3
57.64,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,27.2
57.66,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,26.5
57.68,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,24.9
57.70,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,22.5
57.72,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,19.7
57.74,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,16.7
57.76,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,13.8
57.78,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,11.2
57.80,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,9.0
57.82,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,7.1
57.84,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,5.6
57.86,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,4.4
57.88,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,3.5
57.90,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,2.8
57.92,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,2.2
57.94,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,1.8
57.96,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,1.5
57.98,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,1.2
58.00,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,1.0
58.02,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,0.8
58.04,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,0.7
58.06,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,0.6
58.08,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,0.6
58.10,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,0.5
58.12,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,0.5
58.14,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,0.4
58.16,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,0.4
58.18,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,0.4
58.20,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,0.4
58.22,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,0.4
58.24,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,0.4
58.26,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.28,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.30,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.32,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.34,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.36,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.38,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.40,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.42,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.44,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.46,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.48,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.50,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.52,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.54,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.56,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.58,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.60,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.62,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.64,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.66,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.68,0,73.17,98.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.70,0,73.17,96.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.72,0,73.17,94.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.74,0,73.17,93.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.76,0,73.17,91.8,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.78,0,73.17,90.3,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.80,0,73.17,88.9,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.82,-0.039,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.84,-0.004,73.17,86.1,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.86,0.068,73.17,84.7,94.6,113.7,73.0,0.973,15.96,33.1,0.3
58.88,0.002,73.17,83.4,94.6,113.7,73.0,0.973,15.96,33.1,0.7
58.90,-0.050,73.17,82.1,94.6,113.7,73.0,0.973,15.96,33.1,1.5
58.92,-0.071,73.17,80.9,94.6,113.7,73.0,0.973,15.96,33.1,2.4
58.94,-0.081,73.17,79.6,94.6,113.7,73.0,0.973,15.96,33.1,3.5
58.96,-0.074,73.17,78.4,94.6,113.7,73.0,0.973,15.96,33.1,4.6
58.98,0.175,73.17,77.3,94.6,113.7,73.0,0.973,15.96,33.1,5.7
59.00,0.668,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,6.7
59.02,-0.077,73.17,75.0,94.6,113.7,73.0,0.973,15.96,33.1,7.7
59.04,-0.038,73.17,73.9,94.6,113.7,73.0,0.973,15.96,33.1,8.6
59.06,-0.035,73.17,73.0,94.6,113.7,73.0,0.973,15.96,33.1,9.5
59.08,-0.033,73.17,76.1,94.6,113.7,73.0,0.973,15.96,33.1,10.3
59.10,-0.018,73.17,81.4,94.6,113.7,73.0,0.973,15.96,33.1,11.0
59.12,-0.007,73.17,87.5,94.6,113.7,73.0,0.973,15.96,33.1,11.7
59.14,0.010,73.17,93.5,94.6,113.7,73.0,0.973,15.96,33.1,12.4
59.16,0.032,73.17,98.9,94.6,113.7,73.0,0.973,15.96,33.1,13.0
59.18,0.063,73.17,103.3,94.6,113.7,73.0,0.973,15.96,33.1,13.6
59.20,0.096,73.17,106.8,94.6,113.7,73.0,0.973,15.96,33.1,14.2
59.22,0.145,73.17,109.4,94.6,113.7,73.0,0.973,15.96,33.1,14.7
59.24,0.183,73.17,111.3,94.6,113.7,73.0,0.973,15.96,33.1,15.2
59.26,0.201,73.17,112.6,94.6,113.7,73.0,0.973,15.96,33.1,15.7
59.28,0.209,73.17,113.3,94.6,113.7,73.0,0.973,15.96,33.1,16.2
59.30,0.139,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,16.7
59.32,0.050,73.17,113.7,94.6,113.7,73.0,0.973,15.96,33.1,17.1
59.34,-0.018,73.17,113.4,94.6,113.7,73.0,0.973,15.96,33.1,17.5
59.36,-0.037,73.17,112.5,94.6,113.7,73.0,0.973,15.96,33.1,17.9
59.38,-0.037,73.17,110.7,94.6,113.7,73.0,0.973,15.96,33.1,18.3
59.40,0,73.17,108.8,94.6,113.7,73.0,0.973,15.96,33.1,18.6
59.42,0,73.17,106.9,94.6,113.7,73.0,0.973,15.96,33.1,19.0
59.44,0,73.17,105.0,94.6,113.7,73.0,0.973,15.96,33.1,19.3
59.46,0,73.17,103.2,94.6,113.7,73.0,0.973,15.96,33.1,19.6
59.48,0,73.17,101.5,94.6,113.7,73.0,0.973,15.96,33.1,19.9
59.50,0,73.17,99.8,94.6,113.7,73.0,0.973,15.96,33.1,20.2
